skill_id,skill_name,repo_name,repo_url,skill_url,category,installs,leaderboard_rank,is_official,github_stars_abbreviated,snyk_status,socket_status,agent_trust_hub_status,summary,has_skill_md,scope,procedural,analytical,orchestration,compliance,documentation,explicitness,documentation_quality,tacit_dependency,context_sensitivity,codifiability_score,codifiability_rationale,coordination_burden,evaluation_type,output_verifiability,tests_quality,thresholds_quality,error_handling,evaluability_score,evaluability_rationale,requires_memory,requires_tools,requires_external_services,provenance_clarity,maintenance_signals,safety_notes,scope_limits,coding_status,audit_confidence,coding_notes
DM05,obsidian-cli,kepano/obsidian-skills,https://github.com/kepano/obsidian-skills,https://www.skills.sh/kepano/obsidian-skills/obsidian-cli,document-management,29680,324,N,88,Pass,Pass,Warn,"Interact with Obsidian vaults using the Obsidian CLI to read, create, search, and manage notes, tasks, properties, and more. Also supports plugin and theme…",Y,multi_step_workflow,4,1,3,0,1,3,3,2,3,2,"SKILL.md provides concrete CLI usage guidance (parameters vs flags, quoting, multiline escapes), targeting rules (file/path, vault selection), and many runnable command examples plus a step-by-step plugin dev/test cycle. However, it depends on an existing local environment (""Requires Obsidian to be open"" and a running instance) and assumes user-specific vault names/files and Obsidian conventions (e.g., wikilink-style file resolution), leaving some execution details to situational judgement.",2,hybrid,3,0,0,2,1,"Outputs are often directly checkable by reading/searching notes or inspecting dev outputs (e.g., `read`, `search`, `dev:dom`, `dev:screenshot`), but the artefact includes no formal tests or acceptance thresholds. Some recovery guidance exists in the plugin workflow via checking `dev:errors` and iterating after reload, yet broader failure modes (e.g., CLI not connected, vault not focused) are not systematically covered.",0,1,0,2,0,0,1,complete,3,Tooling/environment dependency is explicit (Obsidian must be open; targets most recently focused vault). Evaluation is mostly via inspecting CLI outputs and app state; no tests/thresholds mentioned. Provenance limited to frontmatter name/description; no version/license/changelog in SKILL.md.
DM06,convert-plaintext-to-md,github/awesome-copilot,https://github.com/github/awesome-copilot,https://www.skills.sh/github/awesome-copilot/convert-plaintext-to-md,document-management,8558,938,Y,33.4K,pass,pass,pass,"Convert a text-based document to markdown following instructions from prompt, or if a documented option is passed, follow the instructions for that option.",Y,single_bounded_task,4,2,2,1,4,4,4,1,1,4,"SKILL.md provides a concrete command signature with parameters/options (e.g., `finalize`, `guide #file:{{reference-file}}`, `platform={{name}}`, `--header`, `--pattern`, `--stop`, `pre=<name>`) and explicit operational rules (e.g., if `{{file}}.md` exists treat it as source; else create by copying). Multiple worked examples show expected transformations and how to apply options, reducing tacit know-how; remaining judgement is mainly in applying “markdown best practices” and pattern detection.",2,holistic,2,0,0,1,1,"The artefact includes goals like preserving technical content and ensuring correct markdown structure, plus examples of before/after conversions, but it does not define deterministic acceptance checks, tests, or pass/fail thresholds. Some aspects are checkable (markdown renders; formatting conventions), yet overall quality (“readable and well-organized”, “best practices”) remains largely subjective and no explicit failure/recovery procedures are specified beyond a general “when in doubt…source the Reference URLs”.",0,1,0,2,0,2,2,complete,4,Requires tool use via explicit instruction to use `#tool:fetch` for Reference URLs; no other external services/credentials indicated. Safety/limitations: notes about not stopping on documented `exit()`/`quit()` procedures and “Do not change the data unless prompt instructions clearly…specify”. Provenance limited to frontmatter name/description; no version/author/license in SKILL.md.
DM07,visa-doc-translate,affaan-m/everything-claude-code,https://github.com/affaan-m/everything-claude-code,https://www.skills.sh/affaan-m/everything-claude-code/visa-doc-translate,document-management,3829,1582,N,187.3K,pass,pass,warn,Translate visa application documents (images) to English and create a bilingual PDF with original and translation,Y,multi_step_workflow,4,2,3,1,1,4,3,2,2,3,"SKILL.md provides a clear, ordered 6-step procedure (conversion, EXIF-based rotation rules, multi-method OCR fallback, translation conventions, and PDF generation details including page layout and filename), making the core workflow highly explicit. Supporting material includes concrete commands, library install snippets, and example invocations, but translation quality and document-type identification still require some judgement and language competence. The workflow assumes access to specific tooling (macOS `sips`, optional macOS Vision framework, Python libs) and an environment capable of OCR/translation, making it moderately context-dependent.",3,holistic,2,0,1,2,1,"The artefact specifies expected output structure (bilingual PDF with page 1 image, page 2 formatted translation, fixed filename) and some correctness constraints (preserve numbers/dates, rotation based on EXIF), but it provides no tests or objective acceptance thresholds for translation quality. It does include partial recovery guidance by instructing trying multiple OCR methods if one fails, yet lacks detailed failure-mode checks (e.g., OCR confidence, completeness criteria).",0,1,0,2,0,0,0,complete,3,"Requires local tooling: `sips` for HEIC conversion, Python (PIL/pillow, reportlab), and OCR stacks (macOS Vision via pyobjc, EasyOCR, or Tesseract). Translation step implies use of an LLM/translator but no external API/service is specified in SKILL.md, so requires_external_services coded 0. Evaluation is mostly human/holistic because translation professionalism is underspecified and no validation criteria are provided beyond preserving numbers/dates and formatting."
DM08,golang-documentation,samber/cc-skills-golang,https://github.com/samber/cc-skills-golang,https://www.skills.sh/samber/cc-skills-golang/golang-documentation,document-management,2695,2006,N,1.8K,pass,pass,pass,"Comprehensive documentation guide for Golang projects, covering godoc comments, README, CONTRIBUTING, CHANGELOG, Go Playground, Example tests, API docs, and…",Y,end_to_end_process,3,2,2,1,4,4,4,1,2,3,"SKILL.md provides a detailed, ordered workflow (Steps 1–10) plus concrete templates/links (e.g., templates/README.md, templates/CHANGELOG.md, templates/llms.txt) and an inlined Go doc-comment example, making the core actions highly executable. Tacit judgement is reduced via explicit principles and anti-patterns (e.g., “No invented context”, “Anti-patterns to remove on sight”), though some subjective calls remain (e.g., what counts as “complex projects” needing architecture docs). It is somewhat context-bound to Go tooling and conventions (godoc/pkg.go.dev, ExampleXxx, go test, GoReleaser), but not to a single organization.",3,hybrid,2,2,2,1,2,"Some outputs are partially checkable (e.g., Example test functions “verified by `go test`”, doc rendering on pkg.go.dev), but most documentation quality criteria are qualitative (concision, intent, avoiding marketing claims). The artefact includes recommended structures and “exact section order” for README plus required items (“MUST exist” package comment), which act as partial acceptance criteria, but it does not specify comprehensive pass/fail thresholds or a full validation procedure. Failure modes/recovery are only lightly addressed (e.g., guidance to improve contributor setup if it takes >10 minutes), not systematic error handling.",0,1,0,4,2,1,2,complete,4,"Requires Go binary per metadata (requires: bins: go) and allowed-tools include Bash(go:*). Strong templates/references signaled by multiple internal links; however, actual template contents are not visible in provided SKILL.md excerpt, so documentation_quality assumes availability is as referenced. External services are mentioned as optional (pkg.go.dev, GitHub Releases, codecov, goreportcard, go.dev/play) but not required by the skill itself."
DM09,code-documenter,jeffallan/claude-skills,https://github.com/jeffallan/claude-skills,https://www.skills.sh/jeffallan/claude-skills/code-documenter,document-management,2590,2077,N,9.2K,missing,missing,missing,"Generates, formats, and validates technical documentation — including docstrings, OpenAPI/Swagger specs, JSDoc annotations, doc portals, and user guides. Use…",Y,multi_step_workflow,4,2,2,1,4,4,4,1,1,4,"SKILL.md provides a clear end-to-end workflow (Discover→Detect→Analyze→Document→Validate→Report) plus explicit MUST DO/MUST NOT constraints, making the core procedure highly executable. It also includes multiple concrete examples (Google/NumPy docstrings, JSDoc) and a reference table pointing to additional guidance files, reducing ambiguity. Some judgement remains (e.g., what counts as “undocumented code” or “obvious getters/setters”), but it is bounded by stated rules and broadly portable across common stacks.",2,objective,3,3,2,2,3,"The skill specifies runnable/compilable validation steps for documentation examples (doctest/pytest-doctest, tsc --noEmit, redocly lint) and instructs to fix and re-validate on failure, enabling objective checking of key output aspects. It also requires a “coverage report,” but does not define a numeric coverage threshold or acceptance bounds for completeness/quality beyond general constraints, leaving some evaluation partially subjective.",0,1,0,4,2,1,3,complete,4,"Tooling is explicitly referenced for validation (python/pytest, tsc, npx @redocly/cli). No external services/credentials mentioned. Version/author/license present in frontmatter; maintenance signals limited to version string (no changelog). Scope boundaries include MUST NOT list and guidance to avoid verbose docs for obvious getters/setters; limited explicit escalation guidance."
DM10,agents-md,getsentry/skills,https://github.com/getsentry/skills,https://www.skills.sh/getsentry/skills/agents-md,document-management,2532,2123,Y,728,pass,pass,pass,"Creates and maintains concise AGENTS.md and CLAUDE.md project instruction files. Use when asked to create AGENTS.md, update AGENTS.md, maintain agent docs, set…",Y,single_bounded_task,4,2,2,1,4,4,3,1,1,3,"SKILL.md provides a concrete workflow (inspect repo artefacts, choose root vs nested scope, write minimal file, verify paths/commands) plus specific file setup rules (create root AGENTS.md; symlink CLAUDE.md; avoid divergent copies) and detailed writing rules/anti-patterns, making the core procedure highly explicit. It includes a ready-to-use markdown template with section examples and tables, supporting reuse, while requiring only minor judgement about what is “non-obvious value” and which repo docs to reference.",2,hybrid,3,0,3,0,2,"Outputs are partly verifiable via explicit constraints (target <60 lines, never >100; required filenames; symlink rule; formatting rules; repo-relative paths; “verify exact paths and commands exist”). However, no tests or validation scripts are provided, and some quality criteria (e.g., “smallest useful file”, “non-obvious value”) still require human judgement.",0,0,0,2,0,0,2,complete,4,"Clear, prescriptive guidance for creating/maintaining AGENTS.md/CLAUDE.md with explicit length thresholds, structure rules, and anti-patterns; no explicit error/recovery guidance or maintenance/changelog info in SKILL.md."
BS01,grill-with-docs,mattpocock/skills,https://github.com/mattpocock/skills,https://www.skills.sh/mattpocock/skills/grill-with-docs,business-strategy,124238,74,N,95.3K,pass,pass,pass,"Grilling session that challenges your plan against the existing domain model, sharpens terminology, and updates documentation (CONTEXT.md, ADRs) inline as…",Y,multi_step_workflow,3,4,3,1,3,3,3,3,3,2,"The skill provides a clear interaction procedure (ask questions one at a time; explore codebase when needed; update CONTEXT.md inline; create ADRs only under three stated conditions) plus concrete repo file-structure patterns and links to formats (CONTEXT-FORMAT.md, ADR-FORMAT.md). However, execution depends heavily on judgement in a live “grilling” interview (inventing edge-case scenarios, choosing canonical terms, deciding when ADR criteria are met) and is tightly coupled to a specific repo’s existing glossary/docs and codebase layout (CONTEXT.md, CONTEXT-MAP.md, docs/adr/).",3,holistic,2,0,2,0,1,"Some outputs are partially checkable against artefact rules (e.g., CONTEXT.md must be a glossary “devoid of implementation details”; ADR creation gated by three explicit criteria; use specified formats), but overall success is judged by conversational clarity and alignment with domain language. No tests, validation steps, or explicit acceptance thresholds for “good” documentation updates are provided beyond these qualitative constraints.",1,1,0,2,0,0,2,complete,3,"Requires maintaining state across the interview (resolved terms/decisions) and interacting with repo files (CONTEXT.md/ADRs) implying tool use for codebase exploration/editing. Boundaries are partially specified (CONTEXT.md is glossary only; ADRs offered sparingly under 3 conditions), but no explicit escalation/recovery guidance if contradictions can’t be resolved or repo lacks expected structure beyond ‘create files lazily’."
BS02,pricing-strategy,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,https://www.skills.sh/coreyhaines31/marketingskills/pricing-strategy,business-strategy,61302,188,N,29.6K,pass,pass,pass,"When the user wants help with pricing decisions, packaging, or monetization strategy. Also use when the user mentions 'pricing,' 'pricing tiers,' 'freemium,'…",Y,single_bounded_task,2,4,1,0,1,3,3,3,2,2,"SKILL.md provides a clear structured workflow for gathering inputs (Business Context, Value & Competition, Current Performance, Goals) and then applying pricing frameworks (three axes, value metrics, tiering, research methods), plus checklists and task-specific questions. However, it leaves key decisions (e.g., selecting the right metric/tier/price points) to expert judgement without concrete decision rules or worked examples, and it assumes access to org-specific context files like `.agents/product-marketing.md`, making execution somewhat context-bound.",2,holistic,1,0,1,0,1,"The artefact offers heuristics and a checklist, but no explicit acceptance criteria for a ""correct"" pricing strategy, no tests, and no validation procedure beyond general guidance (e.g., signals like conversion >40% and churn <3% monthly for considering price raises). As a result, outputs are mainly assessed via human judgement and business outcomes rather than deterministic checks.",0,0,0,3,2,0,1,complete,4,"Provenance/maintenance evidenced via frontmatter metadata including `version: 2.0.0` and named skill; no author/license info in SKILL.md. Some quantitative heuristics appear only for ""when to raise prices"" (conversion/churn), not general evaluation thresholds."
BS03,directory-submissions,coreyhaines31/marketingskills,https://github.com/coreyhaines31/marketingskills,https://www.skills.sh/coreyhaines31/marketingskills/directory-submissions,business-strategy,16808,459,N,29.6K,warn,pass,pass,"When the user wants to submit their product to startup, SaaS, AI, agent, MCP, no-code, or review directories for backlinks, domain rating, and discovery. Also…",Y,end_to_end_process,4,2,3,1,1,4,4,2,2,3,"SKILL.md provides a highly structured, stepwise workflow (Phase 0 readiness questions; tier selection; asset-variation prep; batch submission steps; Product Hunt timeline; reviews protocol) plus explicit output format, making the core procedure executable. It also points to concrete supporting artefacts (`references/directory-list.md`, `references/positioning-variations.md`, `references/submission-tracker-template.csv`) and includes specific checklists and commands (e.g., `curl ... | grep -i rel=`) that further externalize know-how. Some judgement remains tacit (e.g., “genuine fit” triage, positioning choices, and content honesty/quality), and it assumes a particular repo context for reading `.agents/product-marketing.md` and having destination pages/assets available.",4,hybrid,2,0,3,1,2,"The skill includes measurable KPIs/targets (e.g., Day 30/90 targets for DR, referring domains, listings live, reviews, AI citations) and readiness gating (“A ‘no’ on any of 1–7 is a hard block”), enabling partial objective evaluation of progress. However, there are no formal tests or automated validation beyond a single backlink check snippet, and many outcomes (quality of positioning variants, directory fit, lead quality) require human judgement, making evaluation hybrid rather than fully objective.",1,1,1,3,2,1,2,complete,4,Requires repo file access for marketing context (`.agents/product-marketing.md` etc.) and referenced files under `references/`. External services are inherent (submitting to Product Hunt/G2/Capterra/directories; checking AI engines manually). Tooling implied via `curl` usage. No explicit safety section; some cautionary guidance appears under “What NOT to Do” and anti-spam/community rules.
BS04,competitive-landscape,wshobson/agents,https://github.com/wshobson/agents,https://www.skills.sh/wshobson/agents/competitive-landscape,business-strategy,6614,1192,N,35.7K,warn,pass,pass,"Analyze competition, identify differentiation opportunities, and develop winning market positioning strategies using Porter's Five Forces, Blue Ocean Strategy,…",Y,end_to_end_process,3,4,2,0,1,3,4,3,1,3,"SKILL.md provides a comprehensive set of named frameworks, structured templates (e.g., Five Forces scorecard table, competitor profile template, pricing matrix), and a clear Quick Start sequence (steps 1–8), making the main flow executable. However, many steps require substantial judgement and domain interpretation (e.g., scoring force intensity 1–5, inferring competitor strategy, validating ‘white space’ as real customer need), which is not fully operationalised into decision rules, increasing tacit dependency. The content is largely portable across industries with only minor assumptions about access to public market information sources.",2,holistic,2,0,1,0,1,"The artefact includes some quasi-criteria (e.g., ‘If “no” to any, it’s not a sustainable advantage’ and suggested 1–5 intensity scoring), but it does not define acceptance thresholds for a completed analysis deliverable, nor any tests or validation procedures. Most outputs (positioning map, competitor profiles, differentiation strategy) are only partially checkable and depend on human judgement about correctness and strategic fit.",0,0,0,3,2,0,0,complete,3,"Strong, well-structured strategic playbook with multiple examples and templates; evaluability remains weak because no explicit deliverable checklist, pass/fail criteria, or error/recovery guidance is provided. Version and name present in frontmatter, but no author/license info in SKILL.md."
BS05,product-brainstorming,anthropics/knowledge-work-plugins,https://github.com/anthropics/knowledge-work-plugins,https://www.skills.sh/anthropics/knowledge-work-plugins/product-brainstorming,business-strategy,2018,2484,Y,12.3K,pass,pass,pass,"Brainstorm product ideas, explore problem spaces, and challenge assumptions as a thinking partner. Use when exploring a new opportunity, generating solutions…",Y,multi_step_workflow,3,4,1,0,1,3,3,3,1,3,"SKILL.md provides a clear, structured playbook with modes (Problem Exploration, Solution Ideation, Assumption Testing, Strategy Exploration) and a session structure (Frame→Diverge→Provoke→Converge→Capture), including concrete prompts (e.g., “Generate at least 5–7 distinct approaches”, “List every assumption…”, “Identify the top 2–3 ideas”). However, execution quality depends heavily on tacit PM judgement and conversational skill (“Be opinionated”, “Match energy”, “Bring unexpected angles”), and outputs are intentionally non-deliverable and situation-dependent, reducing full procedural determinism.",2,holistic,1,0,1,1,1,"The artefact offers guidance on process and some quasi-criteria during convergence (evaluate ideas against “user impact, feasibility, strategic alignment, evidence strength” and pick “top 2–3 ideas”), but it does not define measurable acceptance thresholds, test procedures, or objective correctness conditions for a “good” brainstorm. Anti-patterns and prompts (e.g., analysis paralysis, solutioning before framing) provide limited failure-mode awareness without concrete recovery checks.",0,0,0,2,0,0,2,complete,4,"Evidence based on detailed mode instructions, frameworks, and session phases in SKILL.md; no tooling, external services, tests, or explicit safety/limitations beyond brainstorming boundaries (e.g., “Your job is not to generate deliverables”, “Do not confuse brainstorming with decision-making”)."
BS06,negotiation,wondelai/skills,https://github.com/wondelai/skills,https://www.skills.sh/wondelai/skills/negotiation,business-strategy,1904,2594,N,1.0K,pass,pass,pass,"Prepare and execute negotiations using tactical empathy, calibrated questions, and the Ackerman method. Use when the user mentions ""salary negotiation"",…",Y,multi_step_workflow,3,3,1,0,1,3,3,3,1,3,"SKILL.md provides a structured, stepwise framework (sections for Tactical Empathy, Mirroring, Labeling, Calibrated Questions, Accusation Audit, “That’s Right”, Ackerman Bargaining, Black Swans) plus concrete copy patterns and situation playbooks (e.g., “They anchor with an extreme number”, “They stop responding”). However, effective execution depends heavily on tacit interpersonal judgement (e.g., “Empathy must be genuine”, reading nonverbals, diagnosing irrationality, adapting to counterpart styles), which is not fully operationalised into decision rules.",2,hybrid,2,0,2,2,2,"There is an explicit scoring rubric (“Goal: 10/10… rate them 0-10 based on adherence… Always provide the current score and specific improvements”), which creates partial, checklist-like evaluability, but it remains subjective in application (e.g., whether empathy/labeling was effective, whether “Black Swans” were ‘actively hunted’). No tests or deterministic validation are provided; some failure-mode guidance exists under “Handling Common Situations” and “Quick Diagnostic,” but without measurable acceptance thresholds beyond the high-level 10/10 target.",0,0,0,4,2,2,1,complete,4,"Strong provenance in frontmatter (author, version 1.2.0, MIT). Supporting material includes multiple tables, copy patterns, and links to reference files (references/techniques.md), but those referenced files are not included in the provided SKILL.md content. Safety/ethics boundaries are noted repeatedly (“not to manipulate/weaponize”), but no concrete escalation rules or hard out-of-scope boundaries beyond general ethical cautions."
BS07,Lead Qualification,claude-office-skills/skills,https://github.com/claude-office-skills/skills,https://www.skills.sh/claude-office-skills/skills/lead-qualification,business-strategy,1733,2810,N,137,pass,pass,pass,Score and qualify leads based on criteria and fit,Y,single_bounded_task,3,4,2,0,1,3,4,3,2,3,"SKILL.md provides highly structured, reusable templates for BANT/MEDDIC/GPCTBA and explicit scoring tables for fit/engagement plus a concrete report output format, making the core workflow largely followable. However, it repeatedly depends on user-provided inputs and judgement (e.g., interpreting “green/yellow/red flags”, setting/using “defined criteria from user”, and “Human judgment still essential”), and it cannot verify information, which increases tacit dependency. It is somewhat context-sensitive because it assumes a sales/CRM environment and includes MCP spreadsheet tools (read_xlsx/analyze_spreadsheet/create_xlsx), though the templates are broadly portable across sales orgs.",2,hybrid,2,0,2,0,1,"Outputs are partially checkable because the artefact defines point allocations and score totals (e.g., /25 per BANT dimension, /100 totals; engagement point tables), enabling arithmetic verification if inputs are provided. But there are no tests or validation procedures, and key decisions (qualification status, flags, next steps) remain judgement-based; only a few implicit thresholds appear (e.g., disqualification checklist item “Timeline > 12 months”) without a full acceptance rubric.",0,1,0,4,1,3,3,complete,3,"Strong templating/examples throughout (multiple markdown frameworks + scoring models + report format). No explicit formula for combining Fit/Engagement/BANT into “Overall [X]/100”, so thresholds_quality kept moderate and output_verifiability not high. Limitations section clearly states inability to access CRM/verify info and that guidance is not a guarantee."
BS08,designing-growth-loops,refoundai/lenny-skills,https://github.com/refoundai/lenny-skills,https://www.skills.sh/refoundai/lenny-skills/designing-growth-loops,business-strategy,1407,3275,N,936,pass,pass,pass,"Help users design and optimize growth loops. Use when someone is building viral mechanics, designing referral programs, creating product-led acquisition, or…",Y,single_bounded_task,2,4,1,0,1,2,3,3,1,2,"SKILL.md provides a short, ordered “How to Help” flow (identify loop type, assess prerequisites, find sharing moment, design for compounding), plus question prompts and common mistakes, but it does not specify concrete decision rules, required inputs, or output format for a finished loop design. The guidance relies heavily on practitioner judgement (e.g., assessing stickiness/network effects, choosing a dominant loop) and uses qualitative principles/quotes rather than executable procedures; supporting material is stronger via the referenced deep-dive file and curated insights list.",1,holistic,1,0,1,0,1,"Evaluation guidance is mostly qualitative (principles, questions, and “common mistakes”), with one loose metric heuristic (""40–50% organic is the healthy ratio"") but no explicit acceptance criteria for the produced growth-loop design. No tests, validation steps, or error/recovery procedures are described in SKILL.md.",0,0,0,2,0,0,0,complete,3,"Provenance is limited to frontmatter name/description and repo context; no author/version/license in SKILL.md. Deep-dive reference (`references/guest-insights.md`) suggests additional supporting material exists, but it is not included in the provided text, so documentation_quality is capped conservatively."
BS09,planning-under-uncertainty,refoundai/lenny-skills,https://github.com/refoundai/lenny-skills,https://www.skills.sh/refoundai/lenny-skills/planning-under-uncertainty,business-strategy,1259,3535,N,936,pass,pass,pass,"Help users plan products and strategy when outcomes are unpredictable. Use when someone is dealing with ambiguous timelines, building in fast-moving markets,…",Y,multi_step_workflow,2,4,1,0,1,3,3,3,1,3,"SKILL.md provides a clear 4-step interaction flow (understand uncertainty type, assess horizon, match framework, build adaptation mechanisms) plus concrete prompts and common mistakes, making the core guidance fairly executable. However, applying the frameworks requires substantial judgement (e.g., selecting an approach based on an ""uncertainty profile"" and defining decision criteria/triggers), and the artefact is more advisory than fully specified procedure; it is also mostly portable across orgs with only general product/AI context assumptions.",2,holistic,1,0,1,0,1,"The output is primarily strategic guidance and questioning; correctness is largely subjective and context-dependent, with no tests, rubrics, or measurable acceptance criteria in SKILL.md. There are some implied criteria (e.g., having checkpoints, buffers, pivot signals), but no explicit pass/fail thresholds or validation process is specified.",0,0,0,2,0,0,1,complete,3,"Evidence includes the explicit 'How to Help' 1–4 steps, the 'Questions to Help Users' prompt list, and 'Common Mistakes to Flag'. Provenance is limited to frontmatter name/description and a pointer to `references/guest-insights.md` (not inspected here). No explicit out-of-scope/escalation guidance beyond general applicability; no evaluation or error-handling sections."
BS10,fundraising,refoundai/lenny-skills,https://github.com/refoundai/lenny-skills,https://www.skills.sh/refoundai/lenny-skills/fundraising,business-strategy,1230,3594,N,936,pass,pass,pass,"Help founders raise capital and build investor relationships. Use when someone is preparing a pitch deck, deciding whether to raise venture capital, meeting…",Y,multi_step_workflow,3,3,1,0,1,3,2,3,2,2,"SKILL.md provides a clear high-level flow for helping with fundraising (4-step ""How to Help"" plus concrete question prompts and common mistakes), making the core interaction reasonably executable. However, it relies heavily on tacit judgement to tailor advice (e.g., assessing whether VC is right, crafting a compelling narrative) and is somewhat context-sensitive to startup stage/traction and investor conversations; supporting material is limited to a pointer to `references/guest-insights.md` without inlined templates or examples.",2,holistic,1,0,0,0,0,"The artefact offers guidance and heuristics (principles, questions, mistakes) but no explicit acceptance criteria for a ""good"" fundraising plan/pitch, and no tests, checklists with pass/fail thresholds, or validation steps. As a result, output quality is mainly judged holistically by usefulness and fit to the founder’s situation.",0,0,0,2,0,0,1,complete,3,"Provenance is limited to frontmatter name/description; no author/version/license info visible in SKILL.md. Scope limits are only implicit (focus on VC fundraising; suggests considering alternatives) with no explicit escalation or out-of-scope handling. Reference file is mentioned but not included in provided content, limiting documentation_quality assessment."
FA01,azure-cost-optimization,microsoft/azure-skills,https://github.com/microsoft/azure-skills,https://www.skills.sh/microsoft/azure-skills/azure-cost-optimization,financial-analysis,205879,27,Y,1.1K,pass,pass,pass,"Identify Azure cost savings from usage and spending data. USE FOR: optimize Azure costs, reduce Azure spending/expenses, analyze Azure costs, find cost…",Y,end_to_end_process,3,4,3,2,1,3,3,2,3,2,"The SKILL.md provides clear routing and operational anchors (specific Cost Management Query/Forecast endpoints, required roles, scope URL patterns, tool tables, and best-practice rules like required headers and rate-limit handling), and it decomposes work into three linked workflows. However, core execution details are delegated to external workflow files (e.g., cost-query/workflow.md, cost-optimization/workflow.md, cost-forecast/workflow.md), and effective optimization still requires judgement (e.g., interpreting utilization vs savings, handling free tiers), plus strong dependence on an Azure tenant context, roles, and APIs.",3,hybrid,2,0,1,2,1,"Outputs include factual components that can be checked (API query results, metrics, pricing validation, and an audit trail of queries/responses), but the optimization recommendations and savings estimates are only partially verifiable and depend on interpretation. No tests are specified, and acceptance thresholds are mostly qualitative (e.g., ""always present the total bill"", ""validate pricing""), while some concrete failure guidance exists (notably detailed 429 retry-after header handling).",0,1,1,4,2,3,3,complete,3,"Strong provenance in frontmatter (Microsoft, version 1.2.1, MIT). Explicit DO NOT USE FOR boundaries and safety requirements (approval before deletion, dry-run, rollback). Full procedural detail likely in linked workflow.md files; coded based on visible SKILL.md routing/guardrails only."
FA02,backtesting-frameworks,wshobson/agents,https://github.com/wshobson/agents,https://www.skills.sh/wshobson/agents/backtesting-frameworks,financial-analysis,10600,733,N,35.7K,warn,pass,pass,"Build robust backtesting systems for trading strategies with proper handling of look-ahead bias, survivorship bias, and transaction costs. Use when developing…",Y,multi_step_workflow,2,4,1,0,1,2,3,3,1,2,"SKILL.md provides conceptual structure (bias table, train/validation/test diagram, walk-forward windows) and best-practice do/don’t lists, but it does not specify an executable procedure (e.g., concrete steps, data requirements, or implementation decisions) for building a backtester end-to-end. It points to additional material in `references/details.md`, which improves supporting documentation, yet substantial domain judgement remains implicit (e.g., how to model costs/market impact, define out-of-sample splits, and implement point-in-time data).",2,holistic,2,0,0,0,1,"The artefact discusses pitfalls and recommended practices (e.g., avoid look-ahead/survivorship bias, include transaction costs, use walk-forward), but it provides no explicit acceptance criteria, metrics thresholds, or test/validation scripts in the visible text. As a result, assessing whether a produced “robust backtesting system” meets the guidance is only partially checkable and largely depends on expert review of design choices.",0,0,0,2,0,1,0,complete,3,Evidence is primarily conceptual guidance rather than step-by-step build instructions; explicitness scored conservatively because the referenced `references/details.md` is not included in the provided content. No visible tooling/dependency/API requirements in SKILL.md.
FA03,stock-analysis,gracefullight/stock-checker,https://github.com/gracefullight/stock-checker,https://www.skills.sh/gracefullight/stock-checker/stock-analysis,financial-analysis,9546,815,N,23,warn,pass,pass,"Analyze stocks and cryptocurrencies using Yahoo Finance data. Supports portfolio management (create, add, remove assets), crypto analysis (Top 20 by market…",Y,end_to_end_process,3,4,3,1,1,4,3,2,2,3,"SKILL.md provides concrete, executable commands for stock/crypto analysis and portfolio CRUD (e.g., `uv run {baseDir}/scripts/analyze_stock.py AAPL`, `portfolio.py create/add/show/update/remove`) plus clear input constraints (ticker-only, with correct/incorrect examples) and defined output modes (text vs JSON). However, parts of the workflow depend on implicit finance judgement (interpreting BUY/HOLD/SELL and risk flags) and on the availability/behavior of external data sources (Yahoo Finance, Google News RSS), making it somewhat context- and data-dependent despite strong procedural specification.",3,hybrid,2,0,3,3,2,"The artefact defines multiple explicit decision thresholds and rules (e.g., earnings <14 days flips BUY→HOLD; post-earnings spike >15% in 5 days; RSI >70; VIX >30; risk-off triggers with GLD/TLT/UUP 5-day changes), which makes parts of the output checkable, but the overall recommendation remains partly judgement-based and data-quality dependent. No tests or validation harness are described in SKILL.md, but error handling is specified (invalid tickers, missing analyst data, retries with exponential backoff, fail after 3 attempts).",1,1,1,3,2,3,3,complete,4,"Requires `uv` (metadata requires bins:[""uv""]) and uses external data/services: Yahoo Finance plus Google News RSS; portfolio state persisted at `~/.clawdbot/skills/stock-analysis/portfolios.json` (memory/state across runs). Versioning visible (v5.0; mentions v4.0.0 features). Safety/limits include data staleness, missing data, US-only, and explicit 'not financial advice' disclaimer; no explicit unit/integration tests mentioned."
